,time,region,quantile,horizon,Cases
56,2018-03-01,BLM,0.45,3,-0.047197734564542765
57,2018-04-01,BLM,0.45,4,-0.048940660804510094
58,2018-05-01,BLM,0.45,5,-0.047393984161317335
59,2018-06-01,BLM,0.45,6,-0.045117825642228125
60,2018-01-01,BLM,0.5,1,0.3641797602176666
61,2018-02-01,BLM,0.5,2,0.10297229140996933
62,2018-03-01,BLM,0.5,3,-0.008530308492481709
63,2018-04-01,BLM,0.5,4,-0.011173650622367859
64,2018-05-01,BLM,0.5,5,-0.016418919898569584
65,2018-06-01,BLM,0.5,6,0.01315375603735447
66,2018-01-01,BLM,0.55,1,0.5158324450254442
67,2018-02-01,BLM,0.55,2,0.23425372913479808
68,2018-03-01,BLM,0.55,3,0.05108749512583019
69,2018-04-01,BLM,0.55,4,0.060460067912936344
70,2018-05-01,BLM,0.55,5,0.03442438654601581
71,2018-06-01,BLM,0.55,6,0.08559108078479781
72,2018-01-01,BLM,0.6,1,0.7521479845046997
73,2018-02-01,BLM,0.6,2,0.4227661848068237
74,2018-03-01,BLM,0.6,3,0.18970373272895802
75,2018-04-01,BLM,0.6,4,0.194929563999176
76,2018-05-01,BLM,0.6,5,0.15462319552898396
77,2018-06-01,BLM,0.6,6,0.18035594224929807
78,2018-01-01,BLM,0.65,1,0.9857887506484986
79,2018-02-01,BLM,0.65,2,0.7322797030210496
80,2018-03-01,BLM,0.65,3,0.37269569337368014
81,2018-04-01,BLM,0.65,4,0.3889023691415788
82,2018-05-01,BLM,0.65,5,0.39395058751106266
83,2018-06-01,BLM,0.65,6,0.42350296229124085
84,2018-01-01,BLM,0.7,1,1.2220218539237973
85,2018-02-01,BLM,0.7,2,1.0741919517517082
86,2018-03-01,BLM,0.7,3,0.6029664218425749
87,2018-04-01,BLM,0.7,4,0.7019173741340635
88,2018-05-01,BLM,0.7,5,0.7364077925682062
89,2018-06-01,BLM,0.7,6,0.7125187993049621
90,2018-01-01,BLM,0.75,1,1.4906191229820251
91,2018-02-01,BLM,0.75,2,1.3155642449855804
92,2018-03-01,BLM,0.75,3,0.9316914975643158
93,2018-04-01,BLM,0.75,4,0.9292876720428467
94,2018-05-01,BLM,0.75,5,1.0551764369010925
95,2018-06-01,BLM,0.75,6,0.9930826723575592
96,2018-01-01,BLM,0.8,1,1.8606989622116095
97,2018-02-01,BLM,0.8,2,1.6555883169174197
98,2018-03-01,BLM,0.8,3,1.2064931392669684
99,2018-04-01,BLM,0.8,4,1.2926040887832644
100,2018-05-01,BLM,0.8,5,1.3602201461792
101,2018-06-01,BLM,0.8,6,1.389505147933961
102,2018-01-01,BLM,0.85,1,2.229085683822632
103,2018-02-01,BLM,0.85,2,2.1849707841873163
104,2018-03-01,BLM,0.85,3,1.7420851469039915
105,2018-04-01,BLM,0.85,4,1.6792469918727875
106,2018-05-01,BLM,0.85,5,1.941219800710678
107,2018-06-01,BLM,0.85,6,1.9058644413948056
108,2018-01-01,BLM,0.9,1,2.758767414093018
109,2018-02-01,BLM,0.9,2,3.01049029827118
110,2018-03-01,BLM,0.9,3,2.2931634902954103
111,2018-04-01,BLM,0.9,4,2.223508667945862
112,2018-05-01,BLM,0.9,5,2.503863644599915
