,time,region,quantile,horizon,Cases
18,2017-11-01,BLM,0.15,1,-0.03383692521601916
19,2017-12-01,BLM,0.15,2,-0.0188107349909842
20,2018-01-01,BLM,0.15,3,-0.029800577089190483
21,2018-02-01,BLM,0.15,4,-0.017460793443024158
22,2018-03-01,BLM,0.15,5,-0.009908499894663692
23,2018-04-01,BLM,0.15,6,-0.009154208842664957
24,2017-11-01,BLM,0.2,1,-0.016385977715253817
25,2017-12-01,BLM,0.2,2,-0.008789389580488203
26,2018-01-01,BLM,0.2,3,-0.021866817772388455
27,2018-02-01,BLM,0.2,4,-0.008499149233102792
28,2018-03-01,BLM,0.2,5,-0.0027859083376824845
29,2018-04-01,BLM,0.2,6,-0.0060383109375834465
30,2017-11-01,BLM,0.25,1,0.009629462845623493
31,2017-12-01,BLM,0.25,2,-0.004688842222094536
32,2018-01-01,BLM,0.25,3,-0.019459852948784828
33,2018-02-01,BLM,0.25,4,0.0010371769312769175
34,2018-03-01,BLM,0.25,5,-0.001713746867608279
35,2018-04-01,BLM,0.25,6,-0.00436037452891469
36,2017-11-01,BLM,0.3,1,0.03194172978401184
37,2017-12-01,BLM,0.3,2,-0.00301104630343616
38,2018-01-01,BLM,0.3,3,-0.01890293825417757
39,2018-02-01,BLM,0.3,4,0.00904187699779868
40,2018-03-01,BLM,0.3,5,-0.0006046711583621801
41,2018-04-01,BLM,0.3,6,-0.0038811857346445324
42,2017-11-01,BLM,0.35,1,0.057239656336605535
43,2017-12-01,BLM,0.35,2,0.006651491113007066
44,2018-01-01,BLM,0.35,3,-0.017455944884568454
45,2018-02-01,BLM,0.35,4,0.012350705824792384
46,2018-03-01,BLM,0.35,5,0.0011111926112789658
47,2018-04-01,BLM,0.35,6,-0.0031113108969293536
48,2017-11-01,BLM,0.4,1,0.09951484203338627
49,2017-12-01,BLM,0.4,2,0.0313164070248604
50,2018-01-01,BLM,0.4,3,-0.00856745243072509
51,2018-02-01,BLM,0.4,4,0.018801052123308182
52,2018-03-01,BLM,0.4,5,0.0021514069288969045
53,2018-04-01,BLM,0.4,6,-0.0018184114713221788
54,2017-11-01,BLM,0.45,1,0.17714997902512553
55,2017-12-01,BLM,0.45,2,0.070111982524395
56,2018-01-01,BLM,0.45,3,0.015963767655193816
57,2018-02-01,BLM,0.45,4,0.022535049449652438
58,2018-03-01,BLM,0.45,5,0.0028412984684109688
59,2018-04-01,BLM,0.45,6,0.004414577689021828
60,2017-11-01,BLM,0.5,1,0.33944834768772125
61,2017-12-01,BLM,0.5,2,0.1735709086060524
62,2018-01-01,BLM,0.5,3,0.0867968462407589
63,2018-02-01,BLM,0.5,4,0.046876490116119385
64,2018-03-01,BLM,0.5,5,0.005826648557558656
65,2018-04-01,BLM,0.5,6,0.030971433967351913
66,2017-11-01,BLM,0.55,1,0.5216832995414736
67,2017-12-01,BLM,0.55,2,0.3885823905467988
68,2018-01-01,BLM,0.55,3,0.22297631651163105
69,2018-02-01,BLM,0.55,4,0.15409584715962432
70,2018-03-01,BLM,0.55,5,0.047636833414435455
71,2018-04-01,BLM,0.55,6,0.06511477567255504
72,2017-11-01,BLM,0.6,1,0.7831697702407836
73,2017-12-01,BLM,0.6,2,0.6192944407463074
74,2018-01-01,BLM,0.6,3,0.5054995775222777
75,2018-02-01,BLM,0.6,4,0.3190679609775543
